listing_id,price(dollars),nbhood_borough,nbhood_zone,host_name,last_review,description,room_type
84659,139.0,Manhattan, East Village,Kyle,2019-06-26,Large Studio--Heart of East Village,entire home/apt
84905,95.0,Manhattan, Two Bridges,Ange,2019-06-23,Huge.Bright.Clean.Safe. Private Room,private room
85094,79.0,Brooklyn, Crown Heights,Alex,2019-01-14,Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,entire home/apt
86215,150.0,Manhattan, Lower East Side,T,2019-06-24,MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,entire home/apt
89621,90.0,Brooklyn, Bedford-Stuyvesant,Marylyn,2019-06-28,"WONDERFUL, COMFORTABLE STUDIO",entire home/apt
93313,120.0,Brooklyn, Bedford-Stuyvesant,Nathalie,2019-06-23,MAISON DES SIRENES 2,entire home/apt
94035,80.0,Queens, Astoria,Savannah,2019-07-06,"Modern, Safe, Clean, Bright Room in Astoria for 2",private room
94477,175.0,Brooklyn, Bedford-Stuyvesant,Jason,2019-07-05,The Vernon On Greene,entire home/apt
94783,120.0,Brooklyn, Crown Heights,Keishera,2019-06-21,"Beautiful, Bright���s, Warm & Spacious 1.5BR Apt",entire home/apt
96471,165.0,Brooklyn, Clinton Hill,Sahr,2019-06-07,"The Brooklyn Waverly, One Bedroom",private room
99070,65.0,Manhattan, East Harlem,Liz And Melissa,2019-05-26,Comfortable Cozy Space in El Barrio,shared room
99085,123.0,Brooklyn, Fort Greene,Wanda,2019-05-01,Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,entire home/apt
100002,67.0,Manhattan, Washington Heights,Giorgio,2019-06-17,"MANHATTAN Neat, Nice, Bright ROOM",private room
100184,50.0,Queens, Queens Village,,2019-07-08,Bienvenue,private room
100186,130.0,Brooklyn, Gowanus,Mi,2019-06-28,Large Brand New Park Slope 1BR,entire home/apt
101053,100.0,Brooklyn, Williamsburg,Lee And Tara,2019-03-01,Colorful Artistic Williamsburg Apt,private room
103161,190.0,Brooklyn, Williamsburg,Ade,2019-06-26,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,entire home/apt
103806,249.0,Manhattan, East Village,Jason,2019-05-27,BOHEMIAN EAST VILLAGE 2 BED HAVEN,entire home/apt
105510,100.0,Brooklyn, Crown Heights,Alex,2019-01-05,Private 1-Bedroom Apt in Townhouse,entire home/apt
106363,60.0,Manhattan, Harlem,Alicia,2019-06-26,Bright Room With A Great River View,private room
106647,135.0,Brooklyn, Bedford-Stuyvesant,Olivia,2019-06-16,Tree lined block modern apartment,entire home/apt
107630,175.0,Brooklyn, Greenpoint,Maya,2019-06-20,Sweet Historic Greenpoint Duplex,entire home/apt
107895,120.0,Manhattan, Upper West Side,Kai,2019-06-19,Riverside Charm with Fire Place,entire home/apt
110739,169.0,Manhattan, Midtown,Driss,2019-07-03,"Very Central, Nomad/Chelsea Loft Studio",entire home/apt
112435,95.0,Brooklyn, Fort Greene,Carol,2019-05-24,ALL ABOUT A VERY COMFORTABLE ROOM..,private room
113265,55.0,Brooklyn, Crown Heights,Anthony,2019-06-21,Brooklyn- Crown Heights Garden Apt.,private room
113945,85.0,Manhattan, Hell's Kitchen,Natalia,2019-05-11,Cozy room in Time Square!,private room
114123,199.0,Brooklyn, South Slope,Susi,2019-05-19,Large Park Slope Townhouse Duplex,entire home/apt
114229,211.0,Manhattan, Lower East Side,Tony,2019-06-08,Lower East Side 2 Bedroom Apt,entire home/apt
115535,65.0,Manhattan, Harlem,Jane,2019-06-01,Sun-Drenched Hamilton Hts Jewel,private room
115678,99.0,Manhattan, Harlem,Will,2019-06-23,Your Stunning Vacation Apartment!,entire home/apt
115748,110.0,Queens, Astoria,Lilly,2019-06-16,1 BDRM Apt-Weekend Sublease,entire home/apt
116940,80.0,Brooklyn, Crown Heights,Marylyn,2019-06-24,ROOM WITH A  KITCHENETTE,entire home/apt
118061,110.0,Brooklyn, Bedford-Stuyvesant,Roberta,2019-06-28,Style in Stuyvesant Heights,entire home/apt
118430,290.0,Manhattan, Chelsea,Paul,2019-01-03,Heart of Meatpacking & Chelsea,private room
120362,190.0,Brooklyn, Williamsburg,Itamar,2019-07-02,Williamsburg apartment right by the subway,entire home/apt
121687,200.0,Brooklyn, Williamsburg,Vikram,2019-06-23,Spacious Brooklyn Loft - 2 Bedroom,entire home/apt
123784,110.0,Manhattan, Harlem,Christopher,2019-06-16,NYC Studio for Rent in Townhouse,entire home/apt
125053,395.0,Manhattan, East Village,Justin,2019-07-01,���Quiet Gem w/roof deck on NY's Hottest Street���,entire home/apt
125163,99.0,Brooklyn, Bedford-Stuyvesant,Rodney,2019-06-03,Authentic New York City Living,private room
125594,39.0,Brooklyn, Kensington,Antonín,2019-05-19,SUPER BIG AND COZY PRIVATE BEDROOM,private room
126443,189.0,Manhattan, East Village,Seith,2019-07-07,���Massive DUPLEX��� 2BR & 2BTH East Village 9+ Guests,entire home/apt
128975,122.0,Manhattan, Harlem,Wayne,2019-06-13,City Room - Street View Apt,entire home/apt
131154,165.0,Brooklyn, Greenpoint,Lauren,2019-07-07,Cozy and Bright One Bedroom in BK,entire home/apt
132516,97.0,Queens, Forest Hills,Jean,2019-07-01,Forest Hills Apt minutes to midtown Manhattan,entire home/apt
133025,130.0,Manhattan, Murray Hill,Tracy,2019-06-06,Midtown cozy convenient,private room
134934,225.0,Brooklyn, Williamsburg,Giovanni,2019-05-30,Prime Williamsburg Apartment,entire home/apt
135393,50.0,Brooklyn, East Flatbush,Karen,2019-06-24,"Private, spacious room in Brooklyn",private room
135465,170.0,Brooklyn, Fort Greene,Christopher,2019-06-20,Garden apartment close to Manhattan,entire home/apt
136493,250.0,Brooklyn, Park Slope,Irena,2019-05-27,Stunning arty 3200sf 3FLR+3BR townhome w/terrace,entire home/apt
139624,64.0,Brooklyn, Crown Heights,Jessica,2019-01-31,"Spacious,Sunny, private one bedroom",entire home/apt
140133,249.0,Brooklyn, Williamsburg,Daniel,2019-07-05,Truly Amazing Oasis In The City,entire home/apt
140973,185.0,Manhattan, East Village,Dave,2019-05-26,"East Village, King-Sized, Charmer",entire home/apt
141154,120.0,Brooklyn, Boerum Hill,Mark,2019-06-22,Affordable Furnished Apartment,entire home/apt
141984,175.0,Manhattan, Nolita,Vanessa,2019-06-10,Charming Nolita Apartment!!,entire home/apt
144087,259.0,Manhattan, Harlem,Rinaldo,2019-05-18,LUXURY OF THE HORIZON,entire home/apt
146754,250.0,Brooklyn, Windsor Terrace,Meighan,2019-04-27,Three-bedroom house in a quiet neighborhood,entire home/apt
147586,295.0,Manhattan, Harlem,Julie,2019-06-16,Beautiful Duplex w/Private Garden,entire home/apt
148259,451.0,Brooklyn, Williamsburg,Mihalis,2019-05-11,Garage Designer Loft,entire home/apt
148825,165.0,Manhattan, Upper West Side,B.,2019-06-29,Best City Area Columbia U Upper West Side C Park,entire home/apt
149777,77.0,Bronx, Woodlawn,"Dee, Dre & Mama Shelley",2019-06-23,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,entire home/apt
150804,250.0,Manhattan, Lower East Side,Peter,2019-07-06,Lower East Side 2 Bed Apt.,entire home/apt
151199,129.0,Queens, Astoria,Gladys & Bob,2019-07-03,Astoria-Private Home NYC-,entire home/apt
152078,95.0,Manhattan, East Village,Ewelina,2019-02-12,CHARMING PRIVATE BEDROOM EAST VILLAGE,private room
152259,55.0,Manhattan, Harlem,Wayne,2019-05-28,City Room - Semi Private Bedroom,private room
152263,300.0,Manhattan, Harlem,William,2019-07-06,Cozy apartment in a brownstone,entire home/apt
153405,125.0,Brooklyn, Greenpoint,Pat,2019-06-16,Greenpoint Spacious Loft,entire home/apt
153780,175.0,Manhattan, East Village,Donna,2019-06-28,Private E. Village Townhouse Stay,private room
155296,255.0,Brooklyn, Williamsburg,Meredith,2019-05-02,Incredible Prime Williamsburg Loft!,entire home/apt
157673,72.0,Brooklyn, Bedford-Stuyvesant,Tokunbo,2019-06-16,Large  Loft Style  Studio  Space,entire home/apt
158176,165.0,Brooklyn, Williamsburg,Laura,2019-06-29,Entire Apt in Heart of Williamsburg,entire home/apt
158290,75.0,Brooklyn, Clinton Hill,Pepe,2019-05-20,Clinton Hill + Free Coffee = #smile,private room
158955,139.0,Brooklyn, Williamsburg,Amia,2019-06-29,PRIVATE and SUNNY Williamsburg Apt!,entire home/apt
159749,88.0,Brooklyn, Bedford-Stuyvesant,JT And Tiziana,2019-07-01,Purple Room for 2/3 in brownstone $1450 per month,private room
159815,80.0,Brooklyn, Bedford-Stuyvesant,JT And Tiziana,2019-06-24,Red Room for two in Brownstone for $1355/mo,private room
159913,150.0,Manhattan, Chelsea,Kaye,2019-07-03,"Chelsea living, 2BR best location",private room
160609,200.0,Manhattan, Upper West Side,Ligia,2019-01-01,LOCATION LOCATION LOCATION UWS 60's,entire home/apt
160994,200.0,Manhattan, East Village,James,2019-06-24,In the heart of East Village,entire home/apt
161366,42.0,Queens, Sunnyside,Lucy,2019-06-01,Sunny 15min to Manhattan LADY only,private room
161996,295.0,Manhattan, Harlem,"Robert ""Bob""",2019-06-26,Manhattan Penthouse-Max.12 guests,entire home/apt
162508,130.0,Brooklyn, Crown Heights,Placid,2019-06-28,Beautiful Brooklyn Oasis,entire home/apt
163809,198.0,Manhattan, Harlem,Jorin,2019-06-03,Cool & Spacious Harlem Artist Flat,entire home/apt
163814,99.0,Manhattan, East Village,Seith,2019-07-05,��� STUDIO East Village ��� Own bath! ��� Sleeps 4 ���,entire home/apt
163836,46.0,Brooklyn, Greenpoint,Andrea,2019-06-08,Greenpoint Loft / Le Chez Andrea,private room
164989,140.0,Manhattan, SoHo,Jade,2019-06-16,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",private room
165461,75.0,Manhattan, Morningside Heights,Rahul,2019-01-01,Couldn't Be Closer To Columbia Uni2,private room
165824,33.0,Queens, Sunnyside,Lucy,2019-05-01,Lady only Curtain-divided room,private room
166172,60.0,Brooklyn, Bushwick,Wanda,2019-07-07,LG Private Room/Family Friendly,private room
166541,75.0,Manhattan, Washington Heights,Yvette,2019-06-15,Spacious Quiet rm - 20mins to Midtown,private room
167482,185.0,Manhattan, Upper West Side,Barbara,2019-06-07,Charming upper west side apartment,entire home/apt
168084,190.0,Manhattan, East Village,Chris,2019-06-30,Light-filled East Village Delight,entire home/apt
168123,105.0,Brooklyn, South Slope,Sara,2019-07-01,"Sunny, quiet, legal homelike suite-Pk Slope South",entire home/apt
169002,65.0,Manhattan, Harlem,Alec,2019-06-16,Modern Space in Charming Pre-war,private room
169306,37.0,Bronx, University Heights,Vanessa,2019-05-21,Affordable & Cozy,private room
169464,85.0,Brooklyn, Williamsburg,Ali & SweetPea,2019-05-16,Creative Vintage Loft in S. Williamsburg,entire home/apt
170761,85.0,Brooklyn, Fort Greene,Doug,2019-07-02,"Fort Greene, Brooklyn: Front Bedroom",private room
173072,49.0,Manhattan, Harlem,Lewis,2019-07-06,Cozy Pre-War Harlem Apartment,shared room
173151,91.0,Brooklyn, Greenpoint,Jane,2019-06-24,spacious studio,private room
173742,400.0,Manhattan, Gramercy,Donna,2019-06-23,"Elegant 2-BR duplex, Union Square",entire home/apt
176653,100.0,Manhattan, East Village,Cj,2019-05-07,East Village bedroom w rooftop,private room
176962,179.0,Brooklyn, Williamsburg,Dani,2019-04-13,Williamsburg Home Away From Home!,entire home/apt
177421,500.0,Brooklyn, Greenpoint,Sarah,2019-06-24,Brand New Beautiful Duplex Apartment with Garden,entire home/apt
177495,429.0,Manhattan, Chelsea,Amit,2019-06-24,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",entire home/apt
177606,189.0,Manhattan, Kips Bay,Kathrine,2019-06-23,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,entire home/apt
179670,120.0,Manhattan, Lower East Side,Milan,2019-06-27,High-end doorman bldg in the LES,private room
179741,300.0,Manhattan, Nolita,Tony,2019-06-28,Spring & Mulberry 2 Bedroom Apartment,entire home/apt
180792,95.0,Queens, Astoria,Jason,2019-04-04,Modern Garden Apartment in NYC,entire home/apt
181972,199.0,Manhattan, Harlem,Rosario,2019-06-02,Gorgeous Entire Manhattan Townhouse,entire home/apt
182069,120.0,Manhattan, East Harlem,Mat,2019-06-20,Cozy studio Apartment in Upper East,entire home/apt
182095,199.0,Manhattan, West Village,Mike,2019-04-29,Historic classic central cozy Village clean NYU,entire home/apt
182177,125.0,Bronx, Allerton,Christian & Carla,2019-06-20,A PRIVATE FLAT / APARTMENT- $SPECIAL$,entire home/apt
182649,70.0,Brooklyn, Williamsburg,Obed,2019-06-18,Williamsburg bedroom by Bedford Ave,private room
185266,75.0,Brooklyn, Williamsburg,Lisa,2019-07-06,Clean and bright with a comfortable atmosphere,private room
187566,99.0,Brooklyn, Bedford-Stuyvesant,Andrew & Markus,2019-06-10,Historic Brooklyn Studio Apartment,entire home/apt
189135,99.0,Manhattan, Hell's Kitchen,Michael,2019-07-01,Hell's Kitchen Funky 80's Hideaway!,private room
189732,169.0,Brooklyn, East New York,O'Dell,2019-06-29,Family & Friends in New York City,entire home/apt
189787,99.0,Brooklyn, Crown Heights,Sundiata,2019-06-30,Spacious & Comfy BK Brownstone,entire home/apt
190267,169.0,Manhattan, Upper East Side,Marina,2019-07-07,Large Luxury Upper East Side Studio,entire home/apt
190542,160.0,Brooklyn, Bedford-Stuyvesant,Farrah,2019-05-18,Chateau Style Brooklyn Loft for Singles or Couples,entire home/apt
190968,215.0,Brooklyn, Prospect Heights,Karen,2019-05-08,Lovely Brooklyn Brownstone 1BR!,entire home/apt
190974,130.0,Brooklyn, Park Slope,Alan,2019-05-29,Beautiful Grdn. Apt. in Park Slope,entire home/apt
191075,110.0,Manhattan, East Village,Matthew,2019-03-28,Sun-drenched East Village Penthouse,private room
193105,150.0,Manhattan, Hell's Kitchen,Marcela,2019-06-29,Columbus Circle Luxury Bldg - Private Room&Bath,private room
193393,75.0,Queens, Sunnyside,Mike,2019-06-25,"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",private room
195123,50.0,Manhattan, Washington Heights,Susan,2019-06-12,"Cheerful, comfortable room",private room
195233,43.0,Brooklyn, Prospect-Lefferts Gardens,Dennis,2019-07-04,Hospitality on Propsect Pk-12 yrs Hosting Legally!,private room
195240,42.0,Brooklyn, Prospect-Lefferts Gardens,Dennis,2019-06-17,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",private room
195971,139.0,Brooklyn, Bedford-Stuyvesant,Tim,2019-06-23,2 Beds over Bed-Stuy,entire home/apt
195989,105.0,Brooklyn, Park Slope,Elizabeth,2019-06-15,"Sunny, Large, Park Slope Bedroom",private room
197155,149.0,Manhattan, Hell's Kitchen,Vlad,2019-06-23,Quiet Jr Alcove Near Times Square!,entire home/apt
197753,68.0,Manhattan, Harlem,Colin,2019-06-12,Large room in elevator drman bldg,private room
197942,99.0,Brooklyn, Bedford-Stuyvesant,Toni,2019-07-07,"Comfy, Cozy, Brooklyn close to Manhattan",entire home/apt
199195,75.0,Manhattan, Harlem,Jabari,2019-03-30,Modern Bedroom in Hamilton Heights,private room
199312,100.0,Brooklyn, Williamsburg,Susanne,2019-06-24,Sunny Space in Williamsburg,private room
201992,190.0,Brooklyn, Park Slope,Andrea,2019-05-11,Serene Park Slope Garden Apartment,entire home/apt
204065,248.0,Brooklyn, Clinton Hill,Erica,2019-06-04,St. James Pl Garden Studio 1block to PRATT &Gtrain,entire home/apt
204959,95.0,Manhattan, Chinatown,Ange,2019-07-02,Comfortable. Spacious. Private Room.,private room
205043,150.0,Manhattan, Theater District,Welcome To My Place,2019-06-20,Modern Condo in Midtown,private room
205485,145.0,Brooklyn, Bedford-Stuyvesant,Zora & Chris,2019-06-11,Ideal Brooklyn Brownstone Apartment,entire home/apt
205735,41.0,Brooklyn, Bushwick,Danielle,2019-04-30,"A Cozy Oasis in Bushwick, NY",private room
205867,120.0,Brooklyn, Williamsburg,Tiffaney,2019-07-03,Private Entrance - Private Parking,entire home/apt
206071,50.0,Bronx, Concourse Village,Lori,2019-06-25,Yankee Stadium Oasis 2 stops to Manhattan!,private room
206772,195.0,Brooklyn, Williamsburg,Evan,2019-05-26,Williamsburg Exposed Brick Loft,entire home/apt
208889,145.0,Brooklyn, Bedford-Stuyvesant,Jameelah,2019-06-24,Welcome to Brooklyn! Bed-Stuy,entire home/apt
209310,50.0,Queens, Sunnyside,Iulia,2019-05-28,Sunnyside NYC/ AC room/ city views/ near Midtown,private room
211974,250.0,Manhattan, East Village,Goldi,2019-07-01,East Village House -- Unique!,entire home/apt
212109,80.0,Manhattan, West Village,Susan,2019-06-30,2-bedroom share in heart of Greenwich Village!,private room
212178,230.0,Manhattan, Theater District,Jeremy,2019-06-19,1 Bedroom Pre War apt,entire home/apt
213272,40.0,Brooklyn, Bushwick,Meli,2019-04-21,CreaTive Live-In Artspace/Birdsnest,private room
215560,79.0,Brooklyn, Bedford-Stuyvesant,Mary,2019-06-25,"Sunny, calm room in Victorian home",private room
215784,95.0,Queens, Long Island City,Jason,2019-03-31,Modern Unique Studio in NYC,entire home/apt
215907,300.0,Manhattan, Upper West Side,Keenan & Emily,2019-04-22,"2 Bed, 2 Bath Apartment on Central Park West",entire home/apt
218358,80.0,Manhattan, Harlem,Orlando,2019-06-03,Your Haven in the Upper West Side,private room
219066,110.0,Brooklyn, Bensonhurst,Yana,2019-01-19,"Wonderful Studio In Brooklyn, NY!!!",entire home/apt
219922,100.0,Manhattan, Harlem,Carmel,2019-05-25,"Lovely Bdr in Harlem, Manhattan",private room
220351,55.0,Manhattan, Harlem,Boubacar And Pattee,2019-02-28,THE BEST DEAL ON THE HUDSON RIVER!!,private room
220946,146.0,Manhattan, East Village,Lisa,2019-06-16,Newly Reno���d Chic Quiet Exec 1BR,entire home/apt
221097,116.0,Brooklyn, Greenpoint,Deborah,2019-03-15,Large Artist Floorthru- Greenpoint,entire home/apt
221618,150.0,Manhattan, Tribeca,Gershwyn,2019-05-21,Gorgeous PermaGO Private Room in FiDi - 1/2,private room
222304,199.0,Manhattan, Chelsea,Anton,2019-05-08,BEST DEAL IN CHELSEA 1 bdrm NYC,entire home/apt
223930,150.0,Brooklyn, Prospect Heights,Rosalynn,2019-06-23,Lovely Apartment,entire home/apt
225306,79.0,Brooklyn, Bedford-Stuyvesant,Mary,2019-07-05,Charming room in Victorian home,private room
225887,130.0,Brooklyn, Fort Greene,Christopher,2019-06-19,Brooklyn B & B close to Manhattan,private room
225926,239.0,Brooklyn, Clinton Hill,Jessica,2019-07-01,The Notorious B.N.B. { The Erhart },private room
225976,75.0,Staten Island, Shore Acres,Marina,2019-06-13,Sunny cozy multileveled apartment!,entire home/apt
226021,220.0,Brooklyn, Williamsburg,Ryan,2019-06-30,Sunny 2 bedroom Williamsburg Duplex w/ 3 beds,entire home/apt
227715,80.0,Brooklyn, Bedford-Stuyvesant,Marylyn,2019-06-30,ROOM WITH KITCHENETTE #2,entire home/apt
227735,288.0,Manhattan, East Village,Daniel,2019-06-24,Alpha-Bet City entire floor large cool 2br -L.E.S,entire home/apt
228317,135.0,Brooklyn, Bedford-Stuyvesant,Lady Jay,2019-05-18,"Your Haven Awaits At ""Emma's Place""",entire home/apt
228496,225.0,Manhattan, West Village,Gordon,2019-05-26,"Spacious, Kid-Friendly 2 BR in West Village",entire home/apt
228517,110.0,Manhattan, Chinatown,Raven,2019-06-24,Great Bedroom in Downtown Manhattan,private room
228925,100.0,Brooklyn, Bedford-Stuyvesant,Marceline,2019-06-26,Beautiful Brownstone,entire home/apt
229367,89.0,Manhattan, East Village,Carol,2019-07-03,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,private room
230321,80.0,Brooklyn, Bedford-Stuyvesant,Civan,2019-06-09,Apt with EmpireState view-Subway around the corner,entire home/apt
230854,50.0,Bronx, Concourse,Lori,2019-06-29,Zen Yankee Stadium Pad 5 Minutes To Manhattan!,private room
230877,135.0,Manhattan, East Harlem,Blanca,2019-06-30,Monthly Apartment Rental,entire home/apt
232612,110.0,Brooklyn, Bedford-Stuyvesant,Dee,2019-06-27,"Lovely pied-?�-terre, in an historic building",entire home/apt
232618,145.0,Manhattan, East Harlem,Selma,2019-06-18,"Spacious, well furnished, high fl. beautiful views",entire home/apt
